main_id,name,menu,telephone,area,address1,holiday,Rlatitude,Rlongitude,parking,landmark,Llatitude,Llongtitude,homepage
2,백운목장,육류,061-794-6292,광양시,전라남도 광양시 동광1길 6,일요일,34.940116,127.7006108,Y,구봉산 전망대,34.9365221,127.6427324,
2,옛고을 그향기,한정식,061-791-5134,광양시,전라남도 광양시 발섬4길 17-6 1층,연중무휴,34.9344907,127.7007269,Y,이순신대교,34.8892729,127.7049476,
2,왕창국밥,국밥,061-793-0695,광양시,전라남도 광양시 눈소로 36,일요일,34.9361483,127.705178,Y,이순신대교,34.8892729,127.7049476,
2,가마솥뚝배기,감자탕,061-794-9339,광양시,전라남도 광양시 행정1길 2,"첫째,세째 일요일",34.9416364,127.6936383,Y,구봉산 전망대,34.9365221,127.6427324,
2,통뼈감자탕 동광양점,감자탕,061-791-0233,광양시,전라남도 광양시 오류4길 20 1층,연중무휴,34.9366775,127.697494,Y,구봉산 전망대,34.9365221,127.6427324,http://www.gamjatang.com/
2,청주본가 광양점,,061-795-9208,광양시,전라남도 광양시 항만9로 134 1층,연중무휴,34.926938,127.698245,Y,이순신대교,34.8892729,127.7049476,
2,금정,육류,061-792-3000,광양시,전라남도 광양시 시청로 27,연중무휴,34.9398469,127.6948161,Y,구봉산 전망대,34.9365221,127.6427324,
2,삼대전주옥전주콩나물해장국,국밥,061-791-2888,광양시,전라남도 광양시 길호1길 11 1층,연중무휴,34.9310208,127.6971799,Y,이순신대교,34.8892729,127.7049476,http://3jeonjuok.modoo.at/
2,정원,샤브샤브,061-791-9935,광양시,전라남도 광양시 광장로 148-9 1층,첫째주 셋째주 일요일,34.9373496,127.6960863,Y,구봉산 전망대,34.9365221,127.6427324,
2,남도식당,게요리,061-795-3434,광양시,전라남도 광양시 중마청룡길 6-5,연중무휴,34.940185,127.699471,Y,구봉산 전망대,34.9365221,127.6427324,
2,백년백세고려삼계탕,백숙,061-793-1034,광양시,전라남도 광양시 사동로 231,"2, 4주 일요일",34.953839,127.6953234,Y,구봉산 전망대,34.9365221,127.6427324,
2,만리장성,중식,061-791-0084,광양시,전라남도 광양시 광영로 28,첫째 세째 일요일,34.9621885,127.7259827,Y,배알도 수변공원,34.9599298,127.760216,
2,광양순대국,육류,061-793-0018,광양시,전라남도 광양시 금영로 175-1,일요일,34.965853,127.718501,Y,광양 윤동주 유고보존 정병욱 가옥,34.9707925,127.759188,
2,해정맛집,한식,061-792-8640,광양시,전라남도 광양시 정수2길 20,일요일,34.9626022,127.7207521,Y,배알도 수변공원,34.9599298,127.760216,
2,박여사국밥,국밥,061-794-5666,광양시,전라남도 광양시 남산1길 12,"2, 4주 일요일",34.961476,127.7244083,Y,배알도 수변공원,34.9599298,127.760216,
2,가마솥뚝배기 광영점,한식,061-791-2202,광양시,전라남도 광양시 영수길 102,"2, 4주 일요일",34.9656594,127.7176234,Y,광양 윤동주 유고보존 정병욱 가옥,34.9707925,127.759188,
2,가야골식당,한식,061-793-8868,광양시,전라남도 광양시 남산길 40,,34.961566,127.726212,Y,배알도 수변공원,34.9599298,127.760216,
2,포항물횟집,생선회,061-792-9834,광양시,전라남도 광양시 광영로 150-1 포항물횟집,연중무휴,34.9660385,127.7173152,Y,광양 윤동주 유고보존 정병욱 가옥,34.9707925,127.759188,
2,동해횟집,생선회,061-793-3007,광양시,전라남도 광양시 나룻1길 42,일요일,34.9616777,127.7282597,Y,배알도 수변공원,34.9599298,127.760216,
2,백리향,중식,061-794-2349,광양시,전라남도 광양시 삼봉산로 21,"첫째,세째 일요일",34.9361,127.745215,Y,배알도 수변공원,34.9599298,127.760216,
2,매화곱창,"곱창,막창,양",061-763-6402,광양시,전라남도 광양시 광양읍 서평1길 88,일요일,34.9826096,127.5790875,N,광양만권 경제자유구역 홍보관,34.9808661,127.5827644,
2,시민국밥,한식,061-762-9285,광양시,전라남도 광양시 광양읍 서천2길 19-1,"2, 4주 일요일",34.9710925,127.5802464,N,보광사(광양),34.9734335,127.5777844,
2,해동가든,돼지고기,061-762-5417,광양시,전라남도 광양시 광양읍 서천1길 27,월요일,34.9683851,127.5803962,N,보광사(광양),34.9734335,127.5777844,
2,진주명가,냉면,061-761-0601,광양시,전라남도 광양시 광양읍 서북3길 38,연중무휴,34.973651,127.5764091,N,보광사(광양),34.9734335,127.5777844,http://061-761-0601.okqr.co.kr
2,모은정,한식,061-763-0664,광양시,전라남도 광양시 광양읍 서북로 23,일요일,34.9729373,127.5788542,Y,보광사(광양),34.9734335,127.5777844,
2,왕창국밥,"찌개,전골",061-762-4870,광양시,전라남도 광양시 광양읍 희양현로 30,연중무휴,34.9744699,127.5857924,N,광양문화원,34.9758667,127.5861309,
2,신가가마솥,순대국,061-763-7556,광양시,전라남도 광양시 광양읍 희양현로 30,"2, 4주 일요일",34.9744513,127.5859125,N,광양문화원,34.9758667,127.5861309,
2,우진식당,"사철,영양탕",061-763-3382,광양시,전라남도 광양시 광양읍 개성3길 8-31,"첫째,세째/일요일",34.9731617,127.5926414,N,광양문화원,34.9758667,127.5861309,
2,필브라더,한식,061-763-8651,광양시,전라남도 광양시 광양읍 매천로 745,일요일,34.9782721,127.5782441,N,광양 장도박물관,34.9769831,127.580498,
2,뼈통묵은지감자탕,감자탕,061-763-6001,광양시,전라남도 광양시 광양읍 인덕로 901,연중무휴,34.9635513,127.5787125,Y,보광사(광양),34.9734335,127.5777844,
2,지곡산장,닭요리,061-761-3335,광양시,전라남도 광양시 광양읍 서북로 59,매주월요일,34.975522,127.5765211,Y,보광사(광양),34.9734335,127.5777844,
2,둥지식당,한정식,061-433-2080,강진군,전라남도 강진군 강진읍 보은로3길 48-3,,34.6412371,126.7700624,Y,강진군도서관,34.6404905,126.7697554,
2,가족회관,돼지고기,061-433-1236,강진군,전라남도 강진군 강진읍 영랑로4길 28,,34.6398338,126.7708187,Y,강진군도서관,34.6404905,126.7697554,
2,강진한우직판장,육류,061-433-6190,강진군,전라남도 강진군 강진읍 영랑로1길 3,일요일,34.6374498,126.7696787,Y,강진문화원,34.6381547,126.7705332,
2,오뚜기식당,한식,061-433-6161,강진군,전라남도 강진군 강진읍 영랑로3길 10-1,,34.638506,126.769692,Y,강진문화원,34.6381547,126.7705332,
2,은행나무,한정식,061-433-2366,강진군,전라남도 강진군 강진읍 영랑로4길 30,,34.6399404,126.7709625,Y,강진군도서관,34.6404905,126.7697554,
2,금강산식당,돼지고기,061-434-8833,강진군,전라남도 강진군 강진읍 영랑로4길 21 1층,,34.6397518,126.770268,Y,강진군도서관,34.6404905,126.7697554,
2,오케이식당,한식,061-432-8072,강진군,전라남도 강진군 강진읍 영랑로1길 23-1,,34.6385897,126.771429,Y,강진문화원,34.6381547,126.7705332,
2,거목촌식당,육류,061-434-2106,강진군,전라남도 강진군 강진읍 서성안길 4,,34.6392874,126.7681052,Y,강진군도서관,34.6404905,126.7697554,
2,복섬,맥주,061-434-1226,강진군,전라남도 강진군 강진읍 영랑로3길 15,"2, 4주 월요일",34.6388539,126.7698881,Y,강진문화원,34.6381547,126.7705332,
2,다복,한식,061-434-4774,강진군,전라남도 강진군 강진읍 보은로3길 12,일요일,34.638692,126.77247,Y,강진 오감통,34.6391324,126.7735884,http://cityfood.co.kr/h9/namseonglidabok
2,유미정,돼지고기,061-433-6222,강진군,전라남도 강진군 강진읍 탐진로 60 201동 111호,,34.6382518,126.7639687,Y,강진영랑생가,34.642193,126.7652918,
2,명동식당,한정식,061-433-2147,강진군,전라남도 강진군 강진읍 서성안길 5,,34.6389852,126.7673183,Y,강진군도서관,34.6404905,126.7697554,
2,이바돔감자탕 강진점,감자탕,061-433-8535,강진군,전라남도 강진군 강진읍 탐진로 61,,34.6383591,126.7636509,Y,강진영랑생가,34.642193,126.7652918,http://www.ebadom.com/
2,참숯골,육류,061-433-5240,강진군,전라남도 강진군 강진읍 송계로 20,"2, 마지막주 일요일",34.6340663,126.7596425,Y,강진영랑생가,34.642193,126.7652918,
2,청자골한식뷔페,육류,061-433-7403,강진군,전라남도 강진군 강진읍 해강로 974,,34.5973153,126.7342249,Y,강진 백련사 동백나무 숲,34.5877405,126.7479252,
2,백악관,육류,061-433-0508,강진군,전라남도 강진군 군동면 종합운동장길 50-16,,34.6436111,126.7806724,Y,강진 오감통,34.6391324,126.7735884,
2,남강식당,한식,061-433-9570,강진군,전라남도 강진군 군동면 청자로 255,,34.623312,126.796516,Y,금산원,34.6212433,126.8076942,
2,대지식당,한식,061-432-2333,강진군,전라남도 강진군 칠량면 칠량로 73,"2, 4주 일요일",34.5721167,126.7990639,Y,강진만,34.5952234,126.7701509,
2,매자리식당,한식,061-433-7035,강진군,전라남도 강진군 칠량면 청자로 1157,"2, 4주 월요일",34.548543,126.801109,Y,하저어촌체험마을,34.5272397,126.7912673,
2,송학가든횟집,생선회,061-433-8544,강진군,전라남도 강진군 도암면 해안관광로 1317,"첫째주,셋째주 월요일",34.553825,126.767638,Y,가우도 출렁다리,34.528867,126.7717357,
2,석문정,오리요리,061-434-6660,강진군,전라남도 강진군 도암면 백도로 2059-7,"첫째주,셋째주 일요일",34.5582261,126.7236994,Y,해남윤씨 영모당,34.5776048,126.7056348,
2,선창식당,생선회,061-434-0790,강진군,전라남도 강진군 신전면 운주로 636,,34.4724679,126.7524,Y,강진 갯들소리마을,34.4985033,126.745872,
2,만호성,육류,061-433-2209,강진군,전라남도 강진군 마량면 미항로 5-17,일요일,34.458452,126.815718,Y,강진마도진만호성지,34.4533428,126.8157781,
2,치킨아이,치킨,061-433-3310,강진군,전라남도 강진군 마량면 미항로 145-1,,34.449531,126.8181773,Y,마량미항(마량항),34.448299,126.8203889,
2,정가네감자탕,한식,061-433-3132,강진군,전라남도 강진군 마량면 마량5길 20,,34.450054,126.817576,Y,마량미항(마량항),34.448299,126.8203889,
2,꽃담,오리요리,061-536-8218,해남군,전라남도 해남군 해남읍 교육청길 29-7 ,월요일ㄱ콫,34.5680373,126.6096402,Y,해촌서원,34.5749786,126.6138929,
2,마루,낙지,061-533-6436,해남군,전라남도 해남군 해남읍 남부순환로 13-3 ,,34.569774,126.607216,N,해남향교,34.5749618,126.6022023,
2,이학식당,백반,061-532-0203,해남군,전라남도 해남군 해남읍 북부순환로 83 ,,34.5731417,126.602675,Y,해남문화원,34.5735536,126.6005163,
2,유락횟집,일식,061-534-1449,해남군,전라남도 해남군 해남읍 남부순환로 25 ,일요일,34.5688375,126.6064286,Y,해남문화원,34.5735536,126.6005163,
2,아지매식당,백반,061-536-2885,해남군,전라남도 해남군 해남읍 읍내길 32 ,,34.5713131,126.5999858,N,해남문화원,34.5735536,126.6005163,
2,태평양횟집,생선회,061-534-8131,해남군,전라남도 해남군 해남읍 북부순환로 92,일요일,34.5682755,126.6063543,Y,해남문화원,34.5735536,126.6005163,
2,진성,추어탕,061-537-7667,해남군,전라남도 해남군 해남읍 북부순환로 108 ,토요일,34.5742136,126.6001106,Y,해남문화원,34.5735536,126.6005163,
2,성내,샤브샤브,061-533-4774,해남군,전라남도 해남군 해남읍 명문길 19-1,일요일,34.5757194,126.597662,Y,해남문화예술회관,34.5735424,126.5992609,
2,반갑다친구야,육류,061-536-1531,해남군,전라남도 해남군 해남읍 천변2길 53,일요일,34.5719994,126.6022485,Y,해남문화원,34.5735536,126.6005163,
2,돌고개가든,닭요리,061-537-7100,해남군,전라남도 해남군 해남읍 고산로 287 돌고개가든,,34.54145,126.6120625,Y,고산유물전시관,34.5510537,126.6219372,
2,진일관,한식,061-532-9932,해남군,전라남도 해남군 해남읍 명량로 3009 ,,34.5808041,126.5814621,Y,해남문화예술회관,34.5735424,126.5992609,
2,향원,육류,061-534-2100,해남군,전라남도 해남군 해남읍 구교2길 33,"2, 4주 토요일",34.578139,126.593299,Y,해남문화예술회관,34.5735424,126.5992609,
2,어성장어센타,장어,061-534-4944,해남군,전라남도 해남군 삼산면 해남화산로 464,,34.525472,126.5564049,Y,김남주 생가,34.5408177,126.5577903,
2,팔도강산,한식,061-532-2233,해남군,전라남도 해남군 삼산면 대흥사길 88-30,,34.4970166,126.6235749,Y,두륜산케이블카,34.4968181,126.625341,
2,한오백년,한식,061-534-5633,해남군,전라남도 해남군 삼산면 대흥사길 158 한오백년,,34.4970016,126.6170489,Y,두륜산케이블카,34.4968181,126.625341,
2,북일기사식당,한식,061-535-2558,해남군,전라남도 해남군 북일면 백도로 783 북일기사식당,,34.4626631,126.6728065,Y,성도사,34.4511986,126.643671,
2,육일시한우촌,소고기구이,061-532-6162,해남군,전라남도 해남군 마산면 산이로 322,"매월 첫째, 세째주 일요일",34.6096421,126.528379,Y,해남 해바라기농장,34.6279019,126.5306934,
2,물레방아뷔페식당,한식,061-535-1119,해남군,전라남도 해남군 마산면 명량로 2876,연중무휴,34.5837381,126.5676707,Y,해남문화예술회관,34.5735424,126.5992609,
2,궁전회관,육류,061-533-3881,해남군,전라남도 해남군 황산면 시등로 86-1,매주일요일,34.5765532,126.4348891,Y,우항리 공룡화석 자연사유적지,34.5898102,126.4374136,
2,명승,생선회,061-534-7770,해남군,전라남도 해남군 문내면 명량로 43-18 ,첫째주 월요일,34.5830161,126.3105126,Y,해남 명량대첩비,34.5844227,126.3141468,
2,사천성,중식,061-532-0020,해남군,전라남도 해남군 화원면 청용길 42,,34.668383,126.329489,Y,서동사(해남),34.6895497,126.3101391,
2,오성회관,육류,061-663-5982,여수시,전라남도 여수시 이순신광장로 206,,34.7394564,127.7450243,N,여수시문화원,34.7390627,127.7456896,
2,오동도회관,생선회,061-662-5074,여수시,전라남도 여수시 오동도로 98-1,,34.7417818,127.7519937,Y,엑스포해양공원,34.7421375,127.7531138,
2,녹원갈비,육류,061-665-8729,여수시,전라남도 여수시 공화남3길 22-1,연중무휴,34.747575,127.74534,N,아쿠아플라넷 여수,34.7462619,127.7487336,
2,호남갈비,소고기구이,061-662-3501,여수시,전라남도 여수시 동문로 93-1,첫째주 수요일,34.7450401,127.7419041,Y,여수 진남관,34.7418705,127.7367486,
2,북경반점,중식,061-662-5544,여수시,전라남도 여수시 동문로 38-1,월요일,34.7410596,127.7393375,N,여수 타루비,34.7401069,127.7388818,
2,노래미식당,일식,061-662-3782,여수시,전라남도 여수시 중앙1길 10,"첫째, 세째 일요일",34.740116,127.736647,Y,이순신광장,34.739543,127.7355182,
2,광양숯불고기,육류,061-662-9797,여수시,전라남도 여수시 통제영2길 8-10,연중무휴,34.7406394,127.7333378,N,이순신광장,34.739543,127.7355182,http://www.ok114.co.kr/0616629797
2,어육촌,한정식,061-663-6669,여수시,전라남도 여수시 충무로 58-10,매주일요일,34.7417044,127.731674,N,여수향교,34.7427565,127.7338377,
2,약수닭집,백숙,061-642-8500,여수시,전라남도 여수시 구봉산길 77-8,"10월 ~3월 매월 둘째,네째주 화요일 4월~9월 무휴",34.7386554,127.7132144,Y,한산사(여수),34.7399926,127.7125008,
2,청운갈비,돼지고기,061-643-7734,여수시,"전라남도 여수시 신월로 638, 1층 (국동)","매월 둘째,네째 수요일",34.728582,127.715164,Y,한산사(여수),34.7399926,127.7125008,
2,혜미횟집,생선회,061-641-8500,여수시,전라남도 여수시 어항단지로 115,,34.726445,127.721123,Y,외동어촌체험마을,34.7179175,127.7280222,
2,구봉산장식당,백숙,061-643-0008,여수시,전라남도 여수시 구봉2길 10,"매월 둘째,네째 화요일",34.7323151,127.7120538,Y,한산사(여수),34.7399926,127.7125008,
2,생금생오리,오리요리,061-642-5501,여수시,전라남도 여수시 신월로 620,1주 화요일,34.727655,127.7137349,Y,한산사(여수),34.7399926,127.7125008,
2,섹시한돼지,돼지고기,061-654-6924,여수시,전라남도 여수시 여문문화1길 76,일요일,34.7503798,127.7007183,N,한산사(여수),34.7399926,127.7125008,
2,콩산소,국밥,061-653-4310,여수시,전라남도 여수시 여문문화길 64,,34.7516607,127.7010587,N,한산사(여수),34.7399926,127.7125008,http://cityfood.co.kr/h9/jeonju4310
2,참치마을,생선회,061-651-7070,여수시,전라남도 여수시 여문문화1길 40,일요일,34.7527443,127.7033555,N,한산사(여수),34.7399926,127.7125008,
2,우사골,곰탕,061-654-3005,여수시,전라남도 여수시 여서1로 116,연중무휴,34.7537621,127.7096396,Y,한산사(여수),34.7399926,127.7125008,
2,일송정,육류,061-651-1676,여수시,전라남도 여수시 여문문화1길 80,"일요일(둘째주, 넷째주)",34.7501125,127.7005531,Y,한산사(여수),34.7399926,127.7125008,
2,동백꽃식당,장어,061-653-9400,여수시,전라남도 여수시 어항단지로 43,매월 2회,34.726002,127.715042,N,외동어촌체험마을,34.7179175,127.7280222,
2,대성장어,장어,061-654-3050,여수시,전라남도 여수시 문수로 116 다보빌딩,연중무휴,34.7551369,127.7073898,N,한산사(여수),34.7399926,127.7125008,
2,한국가나식당,냉면,061-652-6933,여수시,전라남도 여수시 여문문화1길 83,연중무휴,34.749698,127.700581,Y,한산사(여수),34.7399926,127.7125008,
2,수복갈비,한식,061-654-1159,여수시,전라남도 여수시 문수로 53,"2, 4주 일요일",34.75281,127.701357,N,한산사(여수),34.7399926,127.7125008,
2,봉황,일식,061-653-7799,여수시,전라남도 여수시 웅남1길 13-5,일요일,34.7491659,127.6763256,N,이순신공원(여수),34.7454414,127.6796952,
2,깊은바다,일식,061-653-6863,여수시,전라남도 여수시 여문문화길 88,첫째 세째 일요일,34.7498228,127.6999353,N,한산사(여수),34.7399926,127.7125008,
2,파도소리,생선회,061-655-3057,여수시,전라남도 여수시 여문문화2길 60(문수동),,34.751818,127.700907,Y,한산사(여수),34.7399926,127.7125008,
2,여수밤바다포차,포장마차,061-666-9253,여수시,전라남도 여수시 이순신광장로 159,연중무휴,34.7373923,127.7413753,Y,여수구항 해양공원,34.7372017,127.7400846,
2,뜰식당,,061-654-0177,여수시,전라남도 여수시 망양로 244,"첫째,세째 일요일",34.7744656,127.7427036,Y,만성리 검은모래해변,34.7771528,127.7447915,http://gardenps.com/
2,미림횟집,생선회,061-666-6677,여수시,전라남도 여수시 대경도길 2(경호동),,34.7219137,127.7224128,N,외동어촌체험마을,34.7179175,127.7280222,
2,바다장어숯불구이,장어,061-683-6660,여수시,전라남도 여수시 장성1길 12,일요일,34.7546666,127.65585,Y,여수시청소년수련관,34.7627752,127.6585744,
2,싱싱횟집,생선회,061-682-1160,여수시,전라남도 여수시 소호로 488,화요일,34.7455745,127.6542728,Y,소호동동다리,34.7388416,127.6508812,
2,돌고래횟집,생선회,061-683-1322,여수시,전라남도 여수시 소호로 490,,34.745698,127.654525,Y,소호동동다리,34.7388416,127.6508812,
2,동동海,생선회,061-692-5588,여수시,전라남도 여수시 소호로 486,,34.7454846,127.6541625,Y,소호동동다리,34.7388416,127.6508812,
2,장수횟집,생선회,061-685-8033,여수시,전라남도 여수시 소호1길 86,,34.746125,127.654676,N,소호동동다리,34.7388416,127.6508812,
2,좌수영횟집,한식,061-684-5985,여수시,전라남도 여수시 소호로 482-1,화요일(한달에 2번),34.7452707,127.6537701,Y,소호동동다리,34.7388416,127.6508812,
2,밀터,한식,061-683-3900,여수시,전라남도 여수시 소호로 253,월요일,34.728064,127.641782,Y,디오션리조트 워터파크,34.7324867,127.6439847,
2,순천돌곱창,한식,061-684-0392,여수시,"전라남도 여수시 흥국상가길 15, 2층(신기동)",연중무휴,34.7603464,127.6686405,N,여수시청소년수련관,34.7627752,127.6585744,
2,유군초밥,초밥,061-682-4858,여수시,전라남도 여수시 새터로 76,연중무휴,34.762669,127.674805,N,여수 선소유적,34.7582066,127.6795199,
2,서민회관,백반,061-554-8067,완도군,전라남도 완도군 완도읍 개포로 3 서민회관,연중무휴,34.31713,126.751482,Y,주도,34.3167988,126.7563644,
2,미원횟집,전복요리,061-554-2506,완도군,전라남도 완도군 완도읍 해변공원로 65,"첫째,셋째 일요일휴무",34.3194213,126.7490527,N,완도문화원,34.3231034,126.7433987,
2,고향갈비촌,육류,061-552-4844,완도군,전라남도 완도군 완도읍 해변공원로113번길 6-10,,34.324003,126.747692,Y,완도문화원,34.3231034,126.7433987,
2,대성회식당,전복요리,061-554-5164,완도군,전라남도 완도군 완도읍 해변공원로 59,연중무휴,34.3189671,126.749477,Y,주도,34.3167988,126.7563644,http://seastar.kr/
2,신지횟집,생선회,061-552-5244,완도군,전라남도 완도군 완도읍 해변공원로 117,연중무휴,34.323897,126.747989,Y,완도문화원,34.3231034,126.7433987,
2,수산시장55호,생선회,061-553-1458,완도군,전라남도 완도군 완도읍 해변공원로 130,연중무휴,34.3249945,126.7487533,Y,완도문화원,34.3231034,126.7433987,
2,초계산가든,한식,061-552-2747,완도군,전라남도 완도군 완도읍 청해진서로 142,,34.3053833,126.7428,Y,신흥사(완도),34.3075553,126.7552313,
2,목우마을,한식,061-751-1919,순천시,전라남도 순천시 호남길 5 목우마을,연중무휴,34.9568426,127.483378,Y,웃장 국밥골목,34.9586863,127.4850652,
2,돼지마을,육류,061-752-7879,순천시,전라남도 순천시 삼산2길 36,토요일,34.969061,127.485867,N,순천문화예술회관,34.9705239,127.4853065,
2,등뼈가,감자탕,061-752-3737,순천시,전라남도 순천시 순천대2길 36,연중무휴,34.9690971,127.4861689,Y,순천문화예술회관,34.9705239,127.4853065,http://www.thegamjatang.co.kr/
2,순창국밥,한식,061-755-8336,순천시,전라남도 순천시 석현길 67 순창국밥,일요일,34.974108,127.474639,Y,향림사(순천),34.9725374,127.4789626,
2,홍천뚝배기,한식,061-751-0544,순천시,전라남도 순천시 중앙로 303,일요일,34.9725495,127.4819305,Y,향림사(순천),34.9725374,127.4789626,
2,순천보리밥뷔페,보리밥,061-752-3802,순천시,전라남도 순천시 중앙로 305 ,연중무휴,34.9726662,127.4819555,Y,향림사(순천),34.9725374,127.4789626,http://cityfood.co.kr/h9/suncheonbolibab
2,복사골,한정식,061-755-1300,순천시,전라남도 순천시 중앙로 307 ,연중무휴,34.9729745,127.4820679,Y,향림사(순천),34.9725374,127.4789626,
2,별미보쌈,족발,061-753-9768,순천시,전라남도 순천시 삼산로 92-28,,34.9714459,127.4937799,Y,두레아트(관광두레 주민사업체),34.9772928,127.4980386,
2,도화정,오리요리,061-752-5947,순천시,전라남도 순천시 죽도봉길 157 도화정,연중무휴,34.955602,127.4953421,Y,죽도봉공원,34.9541314,127.4953172,
2,오리파티,오리요리,061-727-5292,순천시,전라남도 순천시 대석3길 50-12,,34.946725,127.5263,N,순천 기적의도서관,34.9472022,127.5276812,
2,용전갈치,해물,061-742-1045,순천시,전라남도 순천시 덕연로 64,월요일,34.94859,127.513102,Y,순천역 (철도체험학습장),34.9458242,127.5030945,
2,현대옥 순천연향점,국밥,061-721-5554,순천시,전라남도 순천시 팔마3길 14-6,연중무휴,34.934662,127.5167397,N,옥계서원(순천),34.9381502,127.5146686,
2,명지원,육류,061-723-2392,순천시,전라남도 순천시 연향상가길 31 명지원,연중무휴,34.9529611,127.5209898,Y,순천 기적의도서관,34.9472022,127.5276812,http://www.ok114.co.kr/0617232392
2,송미정,육류,061-746-1174,순천시,전라남도 순천시 우명길 55 1층 송미정,연중무휴,34.9466214,127.5127236,Y,순천역 (철도체험학습장),34.9458242,127.5030945,
2,먹물,해물,061-745-5445,순천시,전라남도 순천시 장자보1길 61,토요일,34.9474487,127.5160919,N,옥계서원(순천),34.9381502,127.5146686,
2,통나무식당,,061-721-8801,순천시,전라남도 순천시 백강로 36,연중무휴,34.9362134,127.5225901,Y,옥계서원(순천),34.9381502,127.5146686,http://blog.naver.com/nellicious/
2,도모,일식,061-723-8883,순천시,전라남도 순천시 하대석길 60 도모,일요일,34.9475072,127.5250068,N,순천 기적의도서관,34.9472022,127.5276812,https://baemin.me/O8X4PDj-zB
2,해진정육식당,소고기구이,061-533-7475,해남군,전라남도 해남군 해남읍 수성2길 33,일요일,34.5720163,126.5995837,Y,해남문화예술회관,34.5735424,126.5992609,
2,원조장수통닭,치킨,061-535-1003,해남군,전라남도 해남군 해남읍 고산로 295 장수통닭,,34.5406022,126.6126688,Y,고산유물전시관,34.5510537,126.6219372,
2,해초한우정,소고기구이,061-537-3554,해남군,전라남도 해남군 해남읍 남부순환로 42,"2, 4주 일요일",34.5676548,126.6052127,Y,해남문화원,34.5735536,126.6005163,
2,레이크하우스,이탈리아음식,061-534-1771,해남군,전라남도 해남군 삼산면 대흥사길 180,,34.494637,126.616705,Y,두륜산도립공원,34.4896049,126.6161142,
2,산마루터,한식,061-532-2233,해남군,전라남도 해남군 삼산면 대흥사길 88-33,,34.4973248,126.6238567,Y,두륜산케이블카,34.4968181,126.625341,
2,태풍은불어도철가방은간다,중식,061-741-6678,순천시,전라남도 순천시 남산로 33,목요일,34.9398928,127.4921749,N,순천역 (철도체험학습장),34.9458242,127.5030945,
2,돼지꿈,돼지고기,061-745-5106,순천시,전라남도 순천시 장명로 8-6,"첫째, 셋째주 일요일",34.9507076,127.4847017,Y,옥천서원(순천),34.9522064,127.4787131,
2,낙원회관,한정식,061-745-0112,순천시,전라남도 순천시 중앙3길 5-1 낙원회관,,34.9501929,127.4856875,Y,옥천서원(순천),34.9522064,127.4787131,
2,정락회관,,061-744-6369,순천시,전라남도 순천시 장천2길 7,일요일,34.9484039,127.489765,N,흥륜사(순천),34.9519567,127.4939618,
2,명궁관,한정식,061-741-2020,순천시,전라남도 순천시 중앙2길 7,매주 월요일 셋째주 월요일은 정상운영,34.9497836,127.4862382,Y,옥천서원(순천),34.9522064,127.4787131,http://instagram.com/myeonggunggwan
2,도미초밥,초밥,061-755-0005,순천시,전라남도 순천시 연자로 7-1,,34.9553457,127.4849968,N,순천시립 그림책 도서관,34.9579781,127.4860512,
2,스시마루,초밥,061-755-0089,순천시,전라남도 순천시 중앙7길 9,,34.9557049,127.4852958,N,순천시립 그림책 도서관,34.9579781,127.4860512,http://blog.naver.com/suna2978
